address,accountid,updated
Sub-Saharan Africa,822644078,02-10-2011
Europe,798838508,09-09-2016
Europe,834317910,11/14/2013
Central America and the Caribbean,251006114,12/20/2010
Sub-Saharan Africa,691139447,04-08-2017
Europe,267266738,7/28/2016
Middle East and North Africa,312249314,07-08-2016
Asia,429261004,04-06-2014
Middle East and North Africa,741788136,1/23/2016
Europe,543629539,06-05-2017
Europe,548896539,02-08-2015
Europe,642012965,7/15/2010
Middle East and North Africa,327715146,3/28/2014
Europe,981051909,11-04-2010
Sub-Saharan Africa,897384583,07-09-2016
Europe,242386996,04-01-2014
Europe,602045476,02-09-2011
Middle East and North Africa,932658851,4/15/2011
Middle East and North Africa,710838449,05-11-2012
Sub-Saharan Africa,383508098,12/30/2016
Middle East and North Africa,917904126,7/23/2013
Central America and the Caribbean,651575362,6/29/2010
North America,242383134,05-10-2017
Sub-Saharan Africa,418501269,8/30/2010
Sub-Saharan Africa,628416097,4/28/2013
Australia and Oceania,390926444,05-06-2015
Australia and Oceania,645143640,7/17/2015
Middle East and North Africa,600491511,2/18/2017
Sub-Saharan Africa,886706387,2/26/2017
Central America and the Caribbean,403837096,08-01-2017
Sub-Saharan Africa,372244966,8/28/2013
Central America and the Caribbean,282603824,01-02-2013
Central America and the Caribbean,145899999,12-03-2016
Australia and Oceania,943432319,5/19/2016
Sub-Saharan Africa,576812112,01-07-2011
Europe,617963206,9/26/2012
Europe,459121930,10/23/2011
Europe,462837111,03-11-2011
Asia,611970078,07-06-2014
Middle East and North Africa,959694659,07-01-2015
Australia and Oceania,279497182,04-07-2016
Europe,115176475,4/30/2016
Asia,730843865,01-04-2016
Middle East and North Africa,660923182,4/21/2013
Europe,760150754,6/17/2014
Europe,153575408,10/27/2015
Middle East and North Africa,286558473,7/19/2014
Sub-Saharan Africa,874773776,8/15/2012
Middle East and North Africa,354207646,04-10-2013
Sub-Saharan Africa,831158912,10/30/2016
Australia and Oceania,432238900,2/24/2017
Europe,954371440,1/18/2013
Sub-Saharan Africa,214792859,01-10-2012
Sub-Saharan Africa,601051986,10/27/2010
Sub-Saharan Africa,521010148,7/23/2015
North America,252841174,11/22/2013
Europe,595031392,6/15/2017
Asia,616379630,5/21/2012
Sub-Saharan Africa,805997216,07-05-2016
Europe,823307979,03-09-2014
Sub-Saharan Africa,848048245,9/23/2013
Australia and Oceania,230266845,04-07-2013
Sub-Saharan Africa,640325105,10-03-2011
Sub-Saharan Africa,218896853,5/18/2013
Middle East and North Africa,326968419,4/22/2015
Sub-Saharan Africa,595838630,6/29/2012
Sub-Saharan Africa,277118813,11/19/2015
Sub-Saharan Africa,492732799,10/14/2010
Australia and Oceania,184916913,1/23/2014
Sub-Saharan Africa,166219985,3/26/2017
Central America and the Caribbean,869503343,10-12-2012
Sub-Saharan Africa,997940814,2/24/2013
Europe,675018727,08-10-2016
Sub-Saharan Africa,994535911,07-06-2011
Europe,870603692,1/18/2017
Middle East and North Africa,187645900,3/18/2012
Middle East and North Africa,250398862,10/27/2014
Australia and Oceania,633911406,3/20/2017
Europe,533544862,11-06-2012
North America,114973056,12/30/2014
Central America and the Caribbean,964182317,7/31/2015
Sub-Saharan Africa,237471473,1/31/2011
Europe,111451852,07-05-2014
Middle East and North Africa,133047282,02-05-2013
Asia,369494092,6/29/2010
Europe,958341109,2/23/2015
Sub-Saharan Africa,757449662,10-03-2013
Central America and the Caribbean,494993579,5/28/2013
Sub-Saharan Africa,519459187,01-04-2014
Central America and the Caribbean,349645316,06-03-2013
Europe,924663293,8/14/2017
Asia,553936946,02-03-2015
Central America and the Caribbean,767202603,4/20/2010
Europe,464509093,10/20/2012
Europe,866217744,2/15/2010
Middle East and North Africa,563002383,08-10-2017
Europe,465849339,12/17/2013
Sub-Saharan Africa,656057441,08-08-2012
Sub-Saharan Africa,835238015,03-03-2013
Asia,775314891,09-09-2012
Asia,768524396,6/15/2016
Europe,277415359,2/15/2012
Australia and Oceania,184849107,1/18/2011
Europe,543999469,07-09-2014
Sub-Saharan Africa,128352773,02-02-2017
Europe,481707847,7/20/2010
Europe,968176019,8/27/2010
Europe,122181117,02-12-2015
Sub-Saharan Africa,598459470,4/26/2015
Sub-Saharan Africa,622059905,11/23/2014
Europe,738343751,2/26/2011
Central America and the Caribbean,662984836,8/23/2013
Sub-Saharan Africa,631969487,6/14/2010
Sub-Saharan Africa,951596534,11/27/2016
Sub-Saharan Africa,648477303,11-12-2011
Europe,619535624,12/31/2016
Asia,482007825,09-01-2016
Middle East and North Africa,823442733,10-02-2015
Europe,951701676,3/25/2012
Australia and Oceania,244958484,10-09-2016
Asia,401699483,9/13/2010
Middle East and North Africa,490723502,08-08-2010
Australia and Oceania,101141870,4/18/2011
Asia,692378413,06-01-2012
Asia,644169461,9/21/2014
Europe,206563842,3/13/2016
Sub-Saharan Africa,149922883,1/27/2016
Sub-Saharan Africa,414920413,09-07-2010
Central America and the Caribbean,562542760,8/13/2012
Australia and Oceania,224088752,7/24/2016
Europe,451169717,9/24/2010
Sub-Saharan Africa,565709483,11/17/2010
Asia,409944379,04-10-2011
Europe,796423232,11/15/2010
Asia,358007371,03-02-2017
Europe,497870624,6/13/2012
Sub-Saharan Africa,439499318,2/18/2010
Middle East and North Africa,376692283,08-01-2013
Middle East and North Africa,123560845,12/20/2011
Sub-Saharan Africa,464528834,06-10-2014
Europe,904332578,12/15/2015
Sub-Saharan Africa,118020904,7/27/2016
Europe,900955140,03-02-2017
Sub-Saharan Africa,718809115,4/16/2016
Sub-Saharan Africa,257569158,11/21/2012
Middle East and North Africa,273534095,06-08-2011
Sub-Saharan Africa,243315255,1/25/2017
Central America and the Caribbean,613836467,03-07-2017
Australia and Oceania,552334058,5/31/2015
Middle East and North Africa,196356856,8/20/2012
Sub-Saharan Africa,203766191,9/16/2010
Central America and the Caribbean,402735888,7/24/2016
Asia,241752278,3/31/2015
Middle East and North Africa,139614188,10-11-2011
Middle East and North Africa,135432946,09-05-2012
Middle East and North Africa,338632380,08-08-2013
Europe,478948819,7/28/2011
Europe,356431090,01-05-2016
Australia and Oceania,291440522,7/31/2014
Sub-Saharan Africa,674650943,03-10-2015
Europe,617048680,06-01-2011
Europe,199932563,10/22/2016
Sub-Saharan Africa,924913918,11/13/2015
Sub-Saharan Africa,763916575,1/21/2013
Sub-Saharan Africa,909176862,12-09-2013
Central America and the Caribbean,823243606,6/22/2013
Sub-Saharan Africa,488978135,9/17/2015
Central America and the Caribbean,859554278,02-05-2014
Central America and the Caribbean,708458364,11/22/2010
Europe,679489219,11/23/2012
Sub-Saharan Africa,136758172,06-03-2013
Sub-Saharan Africa,314689052,6/23/2017
Europe,268018186,9/22/2016
Australia and Oceania,921794402,07-11-2014
Sub-Saharan Africa,121379029,11/20/2015
Europe,282445895,1/29/2015
Central America and the Caribbean,740981328,6/22/2015
Sub-Saharan Africa,903284156,5/23/2017
Europe,695965707,9/13/2014
Middle East and North Africa,115949809,10/14/2013
Central America and the Caribbean,580472791,4/17/2014
Central America and the Caribbean,877083480,5/19/2013
Asia,313643205,11/22/2016
Europe,968325793,8/18/2012
Sub-Saharan Africa,939617574,3/19/2012
Europe,196317374,12-10-2016
Asia,127536523,3/15/2014
Central America and the Caribbean,392698848,1/23/2011
Europe,271540677,2/18/2016
Sub-Saharan Africa,914110839,02-09-2012
Australia and Oceania,390770661,3/24/2013
Australia and Oceania,442193973,12/22/2015
Middle East and North Africa,629367101,3/16/2010
Europe,583588874,05-01-2013
Australia and Oceania,456470620,7/27/2013
Australia and Oceania,469936168,07-09-2011
Europe,466221845,08-08-2016
Asia,357876479,6/30/2012
North America,577761399,5/23/2014
Asia,729050433,2/29/2012
Middle East and North Africa,935229909,8/24/2011
Sub-Saharan Africa,490098655,3/15/2016
Middle East and North Africa,107767999,11/15/2014
Sub-Saharan Africa,572661769,1/28/2017
Europe,489516294,07-01-2017
Europe,333380401,05-02-2016
Middle East and North Africa,199615418,08-08-2014
Middle East and North Africa,253895175,4/16/2010
Middle East and North Africa,282205998,10-03-2010
Sub-Saharan Africa,140846717,3/13/2012
Asia,206428658,6/21/2012
Asia,925875651,3/31/2014
Australia and Oceania,566424024,03-03-2013
Middle East and North Africa,165622603,7/18/2010
Asia,381332719,8/24/2015
Central America and the Caribbean,141728198,7/21/2012
Middle East and North Africa,695295369,11/23/2016
Australia and Oceania,660833060,10/26/2010
Sub-Saharan Africa,977452600,9/21/2015
Middle East and North Africa,854577815,07-09-2012
Middle East and North Africa,921945035,04-04-2013
Central America and the Caribbean,979603087,1/22/2012
Central America and the Caribbean,447913300,01-06-2012
Europe,617549502,03-06-2013
Central America and the Caribbean,599498021,11-06-2016
Europe,475057685,11-07-2013
Sub-Saharan Africa,845839822,5/29/2011
Europe,583768260,12/22/2013
North America,881079328,11-01-2011
Sub-Saharan Africa,300321853,5/17/2015
Australia and Oceania,624357163,3/18/2013
Sub-Saharan Africa,106359088,1/31/2014
Central America and the Caribbean,219813954,7/15/2012
Europe,708520591,10/17/2015
Europe,936590325,08-07-2016
Asia,338446986,10/26/2012
Asia,668826901,11-02-2010
Middle East and North Africa,152778899,7/25/2014
Europe,235664308,4/26/2013
Europe,633156955,1/24/2017
Europe,681243169,08-11-2013
Asia,686221778,11-10-2010
Europe,574704110,5/18/2010
Middle East and North Africa,343613994,12/26/2010
Asia,510187757,4/29/2012
Asia,761974227,7/24/2011
Australia and Oceania,406834733,7/14/2014
Australia and Oceania,622943103,6/22/2016
Europe,408785665,12/31/2013
Sub-Saharan Africa,633161246,2/14/2016
Europe,885181176,07-09-2017
Middle East and North Africa,824269282,04-05-2010
Sub-Saharan Africa,630161893,07-09-2010
Europe,552907836,01-01-2016
Asia,462868440,12-09-2010
Asia,300717532,3/29/2014
Sub-Saharan Africa,527441442,1/21/2016
Sub-Saharan Africa,774338996,8/27/2010
Central America and the Caribbean,293021523,12/14/2016
Middle East and North Africa,205412852,9/17/2012
Central America and the Caribbean,353749310,10-12-2014
Sub-Saharan Africa,650579726,7/13/2014
Asia,628765428,03-03-2012
Australia and Oceania,791480243,4/16/2012
Sub-Saharan Africa,362210500,9/17/2013
Middle East and North Africa,434755027,8/31/2011
Middle East and North Africa,823225152,10-04-2010
Central America and the Caribbean,512044703,7/22/2012
North America,805950009,01-09-2012
Europe,379989898,8/25/2016
Asia,229525697,4/22/2012
Sub-Saharan Africa,520231235,7/20/2012
Europe,138092839,08-09-2016
Europe,739409339,5/16/2013
Europe,900792062,12/30/2015
Central America and the Caribbean,169164836,08-01-2011
Australia and Oceania,411763989,6/25/2011
Middle East and North Africa,866138350,7/28/2016
Europe,390149247,7/23/2013
Sub-Saharan Africa,611970508,09-03-2016
Europe,980088460,5/21/2011
Sub-Saharan Africa,113301932,2/19/2010
Central America and the Caribbean,750722253,9/28/2011
Europe,301773250,12/30/2011
Middle East and North Africa,296191251,05-09-2015
Sub-Saharan Africa,534025084,3/24/2016
Europe,435636079,7/27/2017
Asia,391698062,9/21/2011
Sub-Saharan Africa,413197362,04-06-2015
Europe,581432807,6/13/2011
Asia,598015725,1/26/2015
Middle East and North Africa,234869945,4/22/2015
Europe,684231793,4/14/2010
Asia,508650100,02-09-2010
Asia,590986192,2/16/2011
Middle East and North Africa,984413897,6/27/2014
Central America and the Caribbean,462419545,11/17/2014
Europe,568801963,7/13/2011
Sub-Saharan Africa,667672479,10-05-2012
Europe,193454921,2/24/2016
Sub-Saharan Africa,900885617,3/18/2013
Central America and the Caribbean,115013396,01-07-2015
Sub-Saharan Africa,181199586,06-10-2011
Europe,815118014,11/22/2011
Europe,452755010,01-10-2012
Middle East and North Africa,300409400,4/23/2012
Europe,284692513,03-06-2014
Middle East and North Africa,402528178,03-03-2016
Sub-Saharan Africa,271152722,11/30/2010
Central America and the Caribbean,478114974,4/18/2010
Sub-Saharan Africa,331276261,08-01-2012
Central America and the Caribbean,108810412,4/18/2013
Middle East and North Africa,609203755,6/24/2016
Asia,901255118,9/19/2015
Sub-Saharan Africa,574075829,09-04-2013
Sub-Saharan Africa,187089717,08-01-2017
Europe,820033109,11/21/2012
Asia,922954833,11/16/2012
Europe,366216218,8/18/2016
Europe,890491092,1/22/2013
Europe,256765782,08-10-2014
Middle East and North Africa,796339118,02-05-2016
Middle East and North Africa,860822427,03-08-2013
North America,672139537,4/27/2014
Sub-Saharan Africa,972526776,5/13/2013
Central America and the Caribbean,774532973,02-12-2017
Sub-Saharan Africa,511019456,05-12-2010
Sub-Saharan Africa,685160052,02-07-2013
Middle East and North Africa,520441091,03-09-2016
Sub-Saharan Africa,210661399,04-02-2015
Middle East and North Africa,469932305,10-07-2014
Central America and the Caribbean,282677638,01-08-2016
Sub-Saharan Africa,953633725,7/14/2014
Middle East and North Africa,257849395,5/18/2017
Middle East and North Africa,990685975,7/26/2010
Middle East and North Africa,617817294,3/23/2015
Australia and Oceania,725229680,4/17/2015
Middle East and North Africa,269221961,02-06-2015
Sub-Saharan Africa,526405465,05-12-2012
Middle East and North Africa,143704020,03-07-2017
Asia,988353955,05-05-2010
Middle East and North Africa,497904098,06-11-2015
Sub-Saharan Africa,230215775,11/21/2011
Sub-Saharan Africa,913462817,10-09-2013
Sub-Saharan Africa,196131551,12/30/2013
Central America and the Caribbean,297020804,7/29/2017
Europe,355241906,10-02-2015
Central America and the Caribbean,480218684,11/18/2011
Middle East and North Africa,401687467,06-06-2010
Sub-Saharan Africa,819697082,5/18/2013
Asia,254608857,12/20/2015
Sub-Saharan Africa,897096621,09-04-2010
Sub-Saharan Africa,958146703,02-01-2014
Europe,519057929,01-11-2017
Middle East and North Africa,181441628,7/29/2011
Asia,617221629,03-09-2017
Middle East and North Africa,318634259,9/19/2016
Europe,548228347,11-01-2012
Middle East and North Africa,388865220,03-01-2017
Central America and the Caribbean,793718707,06-09-2015
Central America and the Caribbean,536275136,6/28/2017
Europe,260333335,04-03-2015
Europe,230004632,11/27/2016
Australia and Oceania,779712855,4/24/2012
Europe,964194333,11-09-2015
Asia,808497893,01-08-2016
Europe,857984864,5/28/2017
Europe,828329074,11-03-2014
Europe,955516850,12/28/2010
Europe,645847022,4/24/2014
Middle East and North Africa,725930917,10/27/2010
Europe,292692363,6/23/2014
Europe,763367688,6/26/2017
Asia,925505721,01-05-2017
Sub-Saharan Africa,986967790,03-09-2011
Europe,325927722,7/13/2010
Asia,640871846,8/28/2011
Europe,100598990,11-10-2015
Asia,994220483,5/22/2010
Central America and the Caribbean,281160151,01-12-2010
Sub-Saharan Africa,841154325,09-04-2015
Sub-Saharan Africa,224251830,2/28/2010
Sub-Saharan Africa,100813996,4/21/2015
Sub-Saharan Africa,411514651,4/15/2012
Asia,717340123,9/15/2013
Sub-Saharan Africa,649589240,5/19/2014
Australia and Oceania,359873330,7/14/2017
Sub-Saharan Africa,970116221,05-03-2016
Europe,522554242,07-01-2012
Europe,729736220,7/18/2012
Europe,224523484,7/14/2016
Sub-Saharan Africa,410089862,03-12-2014
Sub-Saharan Africa,509921681,07-02-2011
Europe,717817771,09-05-2011
Europe,847889459,6/22/2011
Central America and the Caribbean,784560573,08-08-2012
Asia,932567441,6/15/2017
Middle East and North Africa,866958892,12-12-2010
Middle East and North Africa,683096253,12/13/2016
Sub-Saharan Africa,546653354,9/27/2010
Europe,243616521,7/14/2014
Asia,530284583,5/19/2017
Europe,883268868,11-06-2016
Sub-Saharan Africa,849493205,8/15/2015
Europe,496193921,03-10-2017
Europe,860919845,11-12-2014
Europe,801532304,8/17/2010
Asia,146205127,4/14/2011
Asia,143424642,01-08-2017
Central America and the Caribbean,311989676,06-03-2010
Europe,691011559,9/26/2012
Sub-Saharan Africa,489914119,03-05-2012
Middle East and North Africa,338433682,6/27/2013
Asia,936619079,12-09-2010
Australia and Oceania,804831635,10-10-2014
Sub-Saharan Africa,333745181,03-08-2010
Asia,434346044,6/19/2013
Europe,287933051,08-04-2015
Europe,496117532,1/24/2016
Australia and Oceania,830823314,11/28/2011
Middle East and North Africa,684286725,2/17/2016
Sub-Saharan Africa,419056594,04-01-2016
Europe,917994248,1/16/2016
Asia,434273517,10/21/2016
Sub-Saharan Africa,441380727,3/22/2013
Sub-Saharan Africa,683114707,12/15/2011
Asia,523586785,11/22/2013
Europe,297220790,08-10-2016
Europe,858753049,6/25/2011
Central America and the Caribbean,433232390,06-09-2017
Sub-Saharan Africa,466020143,6/29/2016
Europe,672790133,8/18/2010
Europe,389528691,07-03-2010
Sub-Saharan Africa,822534644,9/22/2016
Europe,998419320,06-12-2015
Europe,914106547,1/18/2013
Asia,186832654,11/22/2016
Sub-Saharan Africa,304146468,7/26/2016
Sub-Saharan Africa,573909318,3/16/2010
Asia,374295032,11/21/2015
Sub-Saharan Africa,503789937,12/16/2014
Sub-Saharan Africa,931192862,5/31/2016
Europe,345615136,1/30/2015
Europe,206480586,9/29/2010
Europe,693525540,06-10-2011
Central America and the Caribbean,256798827,7/29/2015
Asia,566661775,5/21/2014
Asia,663788211,12-07-2011
Sub-Saharan Africa,109164464,05-12-2013
Europe,334089362,1/29/2013
Sub-Saharan Africa,590174233,11-12-2014
Europe,199342906,05-02-2011
Sub-Saharan Africa,803831708,03-09-2012
Europe,516189467,02-05-2016
Middle East and North Africa,669277513,09-09-2015
Sub-Saharan Africa,866269671,11-01-2015
Europe,330652272,12-09-2014
Middle East and North Africa,156224143,3/23/2016
North America,157096612,4/22/2016
Central America and the Caribbean,217693507,01-11-2017
Europe,742751157,05-10-2013
Middle East and North Africa,407318389,8/20/2012
Europe,206756532,03-04-2016
